Name,Icon Image,Photo Image,House Image,Species,Gender,Personality,Subtype,Hobby,Birthday,Catchphrase,Favorite Song,Favorite Saying,Style 1,Style 2,Color 1,Color 2,Default Clothing,Default Umbrella,Wallpaper,Flooring,Furniture List,Furniture Name List,Version Added,Name Color,Bubble Color,Filename,Unique Entry ID
Rasher,,,,Pig,Male,Cranky,B,Music,4/7,swine,K.K. Rockabilly,Don't judge a book by its cover.,Cool,Simple,Blue,Black,3237,bat umbrella,chain-link fence,parking flooring,144;4759;1708;2556;146;2553;2592;4113;1631;4687;1189;3819;1567,manhole cover;throwback race-car bed;cassette player;garbage pail;cone;iron frame;tin bucket;hose reel;garden faucet;toolbox;tire stack;oil-barrel bathtub;oil barrel,1.0.0,#fffad4,#951d43,pig02,vhd6ReEt63uAnpYsq
Raymond,,,,Cat,Male,Smug,B,Nature,10/1,crisp,K.K. Cruisin',Stay on brand!,Elegant,Cool,Black,Gray,3339,bat umbrella,office wall,monochromatic tile flooring,840;4116;1750;3590;1232;832;3560;839;3784;1744;1750;4101;4099;3783;1870;8464,office desk;whiteboard;document stack;desktop computer;water cooler;modern office chair;iron worktable;safe;den chair;wall clock;document stack;fax machine;formal paper;den desk;mug;Newton's cradle,1.0.0,#498992,#acc8cf,cat23,2nbzgWsuDBSN2LeEj
Renée,,,,Rhino,Female,Big Sister,A,Music,5/28,yo yo yo,Surfin' K.K.,Reckless youth makes rueful age.,Cool,Active,Purple,Yellow,3055,vinyl umbrella,skull wall,tiger-print flooring,4141;941;4143;4142;3621;4144;1241,diner sofa;DJ's turntable;diner neon sign;diner dining table;loft bed with desk;diner neon clock;DIY workbench,1.0.0,#fffce9,#ec7efc,rhn08,ZyeqzXyxABEFXsS5c
Reneigh,,,,Horse,Female,Big Sister,A,Play,6/4,ayup yup,K.K. Synth,"You can only be you, so be the best you that you can be.",Cool,Gorgeous,Black,Purple,4616,black lace umbrella,botanical-tile wall,brown floral flooring,4052;4051;4049;4047;4129;7531;4045;4054;1227;3586;4130;4048;4046;4050,rattan bed;rattan vanity;rattan wardrobe;rattan stool;monstera;ironing board;rattan waste bin;rattan low table;deluxe washer;magazine;coconut wall planter;rattan towel basket;rattan end table;rattan table lamp,1.0.0,#fffce9,#76494e,hrs16,4rRW9HkPYfAWBQvWC
Rex,,,,Lion,Male,Lazy,A,Nature,7/24,cool cat,Wandering,"Three wrongs don't make a right, but three rights make a left.",Simple,Cute,Blue,Aqua,2655,watermelon umbrella,summit wall,daisy meadow,7142;1430;1432;1143;4042;1082;1434;1433;4038;3697,simple DIY workbench;bonfire;lantern;smoker;log bench;picnic basket;sleeping bag;campfire cookware;log stool;portable radio,1.0.0,#874c25,#ffaa3b,lon02,umQmbALHn7dbiMrYL
Rhonda,,,,Rhino,Female,Normal,B,Music,1/24,bigfoot,K.K. Ballad,Don't look down your nose at people!,Elegant,Gorgeous,Purple,Black,3385,black lace umbrella,purple desert-tile wall,simple purple flooring,3983;4001;3999;1757;3998;3978;5150;3977;4030;4017,shell bed;cute vanity;cute chair;claw-foot tub;cute sofa;shell partition;shell speaker;shell arch;bathroom towel rack;shower set,1.0.0,#848484,#ffffff,rhn01,BjYi6hQsSg6sQcxhm
Ribbot,,,,Frog,Male,Jock,B,Fitness,2/13,zzrrbbitt,K.K. Technopop,"Never rest, never rust.",Simple,Active,Blue,Aqua,7974,bat umbrella,circuit-board wall,future-tech flooring,9642;3559;1126;793;1126;3200;3560;1850;4071;4071;3563;7528;3590;8417;875,iron closet;iron wall lamp;server;high-end stereo;server;ironwood bed;iron worktable;laptop;electronics kit;electronics kit;iron shelf;tool cart;desktop computer;wall-mounted tool board;breaker,1.0.0,#5e5e5e,#bfbfbf,flg01,vg2BFTmhyyhbiHtbC
Ricky,,,,Squirrel,Male,Cranky,B,Education,9/14,nutcase,K.K. Safari,You gotta break a few shells to get to the nut.,Cool,Simple,Blue,Red,2498,bat umbrella,woodland wall,swamp flooring,7142;7393;4393;533;3675;533;7345;4038;1432;533;533;4042;3697;889,simple DIY workbench;pond stone;old-fashioned washtub;tree standee;hay bed;tree standee;shanty mat;log stool;lantern;tree standee;tree standee;log bench;portable radio;camp stove,1.0.0,#9b553a,#ffd00d,squ10,g5JArfBAeNAXb8rFX
Rizzo,,,,Mouse,Male,Cranky,B,Education,1/17,squee,K.K. Folk,Evil lurks everywhere.,Simple,Cool,Black,Gray,3460,paper parasol,mortar wall,dirt flooring,3580;10743;710;3692;6831;6831;3617;5978;5978,bonsai shelf;bamboo speaker;bamboo bench;plain wooden shop sign;blossom-viewing lantern;blossom-viewing lantern;stall;bamboo lunch box;bamboo lunch box,1.0.0,#fffad4,#8bcdea,mus09,vmbvXTtjpswNLkcpi
Roald,,,,Penguin,Male,Jock,B,Fitness,1/5,b-b-buddy,K.K. March,You must learn to waddle before you can swim.,Active,Simple,Red,Yellow,3225,two-tone umbrella,iceberg wall,iceberg flooring,4003;3503;3501;3501;4042;3499;3497;4042;4279,cute music player;frozen chair;frozen sculpture;frozen sculpture;log bench;frozen arch;frozen table;log bench;frozen-treat set,1.0.0,#fffad4,#194c89,pgn01,kxpZTdDuacHxQA3An
Robin,,,,Bird,Female,Snooty,B,Fashion,12/4,la-di-da,K.K. Cruisin',Always keep your wings manicured so you can fly away.,Elegant,Cool,Aqua,Purple,4320,hydrangea umbrella,brown botanical-tile wall,brown argyle-tile flooring,4080;4051;4046;4054;3971;4035;4048;4338;3948;1829;1829;331,long bathtub;rattan vanity;rattan end table;rattan low table;imperial partition;log garden lounge;rattan towel basket;portable record player;accessories stand;cypress plant;cypress plant;birdbath,1.0.0,#9ae8df,#6b75ce,brd01,xK49Rcb2Lnm5P4aLM
Rocco,,,,Hippo,Male,Cranky,B,Education,8/18,hippie,K.K. Lament,The only thing to fear is fear itself... and wasps!,Simple,Cool,Yellow,Black,8192,two-tone umbrella,construction-site wall,construction-site flooring,7229;9568;9619;9619;8575;2553;2553;1567;3943;1234;7262;3697;146;146,handcart;construction sign;utility pole;utility pole;outdoorsy shovel;iron frame;iron frame;oil barrel;ironwood DIY workbench;portable toilet;metal can;portable radio;cone;cone,1.0.0,#219479,#87e0a9,hip00,vfET6L7B9ruRApyMb
Rocket,,,,Gorilla,Female,Big Sister,B,Fitness,4/14,vroom,K.K. Adventure,Art feeds the soul. So does pizza.,Active,Cool,Pink,Red,12038,vinyl umbrella,skyscraper wall,monochromatic tile flooring,7845;4013;7348;7348;7235;1241;1598;7133;7535;7528;4338;287;6519,pull-up-bar stand;punching bag;red carpet;red carpet;rose bed;DIY workbench;exercise ball;wooden mini table;kettlebell;tool cart;portable record player;exercise bike;Rocket's photo,1.0.0,#fffce9,#f993ce,gor09,eJNBB5SYzfj5DaWjx
Rod,,,,Mouse,Male,Jock,B,Fitness,8/14,ace,K.K. March,"If you can't beat 'em, work harder.",Active,Cool,Blue,Aqua,7763,two-tone umbrella,sea view,ship deck,791;3468;863;3596;4102;7259,jukebox;beach towel;billiard table;pool;poolside bed;palm-tree lamp,1.0.0,#fffce9,#ec7efc,mus05,ezLuGMubv35hSamPr
Rodeo,,,,Bull,Male,Lazy,B,Fitness,10/29,chaps,K.K. Technopop,Zzzzzzzzzzzzzzzzz...,Simple,Cool,Black,Red,3140,ghost umbrella,concrete wall,monochromatic tile flooring,793;3957;3784;1186;3783;3590;3490;2560;4125;4105,high-end stereo;antique bed;den chair;telescope;den desk;desktop computer;wooden waste bin;wooden chest;wooden bookshelf;plasma ball,1.0.0,#fffce9,#515151,bul01,QNT5F2pjZixKpiD4D
Rodney,,,,Hamster,Male,Smug,A,Music,11/10,le ham,K.K. Rockabilly,Everything is temporary.,Gorgeous,Cool,Pink,Colorful,7768,mush umbrella,blue diner wall,green vinyl flooring,863;937;791;1852;1853;1852;4441;1277;4144;7392;1087,billiard table;dartboard;jukebox;box sofa;box corner sofa;box sofa;diner mini table;cacao tree;diner neon clock;candy machine;pinball machine,1.0.0,#fffce9,#459aba,ham03,AnFmctYx65LkTaFGu
Rolf,,,,Tiger,Male,Cranky,B,Fitness,8/22,grrrolf,K.K. Condor,Don't skip lunch. Ever.,Cool,Active,Blue,Black,2778,snowflake umbrella,summit wall,flowing-river flooring,4393;7142;5970;1433;1434;3398;889;1432;5972;3697,old-fashioned washtub;simple DIY workbench;firewood;campfire cookware;sleeping bag;stone stool;camp stove;lantern;wild log bench;portable radio,1.0.0,#848484,#ffffff,tig00,MA2wxkE7cEyD4f4hz
Rooney,,,,Kangaroo,Male,Cranky,A,Fitness,12/1,punches,K.K. Adventure,Bob and weave! Bob and weave!,Active,Active,Gray,Black,7994,vinyl umbrella,gray shanty wall,steel flooring,1452;290;7152;4013;7653;3560;3960;3431;3560;1456;4003;7800,weight bench;treadmill;neutral corner;punching bag;speed bag;iron worktable;handy water cooler;wall fan;iron worktable;judge's bell;cute music player;protein shaker bottle,1.0.0,#fffce9,#3fd8e0,kgr09,9wnSweJyqfd4izW4M
Rory,,,,Lion,Male,Jock,A,Music,8/7,capital,K.K. Faire,Set 'em up and knock 'em down.,Simple,Active,Blue,Red,9218,blue umbrella,mangrove wall,starry-sands flooring,7795;7795;3348;9584;4102;3468;3980;5150;1234,stone lion-dog;stone lion-dog;plastic pool;beach ball;poolside bed;beach towel;shell table;shell speaker;portable toilet,1.0.0,#fff2bb,#ff791f,lon07,hAfSborD4JtyNGFd6
Roscoe,,,,Horse,Male,Cranky,B,Music,6/16,nay,K.K. D&B,Trouble rides a fast horse.,Cool,Gorgeous,Black,Gray,3198,bat umbrella,black-crown wall,monochromatic tile flooring,4052;2554;1241;3559;1645;4046;4757;4054;4050;4338;3561;1744;4738;849;929,rattan bed;double sofa;DIY workbench;iron wall lamp;electric guitar;rattan end table;throwback skull radio;rattan low table;rattan table lamp;portable record player;iron hanger stand;wall clock;skull doorplate;amp;air conditioner,1.0.0,#fffce9,#515151,hrs04,RKAg95c8nosL8fNec
Rosie,,,,Cat,Female,Peppy,A,Music,2/27,silly,Bubblegum K.K.,One good purr deserves another.,Cute,Cute,Pink,Red,2783,candy umbrella,purple dotted wall,blue-paint flooring,4002;1757;4000;3998;3995;4001;3997;3999;2605;3996;7137;3428;4003,cute floor lamp;claw-foot tub;cute tea table;cute sofa;cute DIY table;cute vanity;cute wardrobe;cute chair;wooden simple bed;cute wall-mounted clock;wooden full-length mirror;wall-mounted TV (50 in.);cute music player,1.0.0,#fffce9,#7fa9ff,cat02,NTwyXi4RAX4EKTcW6
Rowan,,,,Tiger,Male,Jock,B,Fitness,8/26,mango,Surfin' K.K.,Refuse to lose.,Active,Simple,Aqua,Gray,9498,kabuki umbrella,bamboo wall,tiger-print flooring,710;3974;716;3973;3558;3972;4338;689;3970,bamboo bench;imperial low table;screen;imperial bed;bamboo wall decoration;imperial chest;portable record player;paper tiger;imperial decorative shelves,1.0.0,#fff2bb,#ff791f,tig01,WqtXZv8CLheckbHoF
Ruby,,,,Rabbit,Female,Peppy,B,Nature,12/25,li'l ears,Stale Cupcakes,You can always take the red-eye.,Cute,Active,Aqua,Pink,8197,lemon umbrella,starry-sky wall,lunar surface,1439;1439;1445;1445;5676;1054;1442,asteroid;asteroid;astronaut suit;astronaut suit;crewed spaceship;moon;lunar rover,1.0.0,#848484,#ffffff,rbt09,rjbSmp6a8PdsEw9BM
Rudy,,,,Cat,Male,Jock,A,Play,12/20,mush,K.K. Blues,Always land on your feet!,Active,Simple,Yellow,Beige,7972,two-tone umbrella,green playroom wall,pine-board flooring,3205;4756;2605;4762;3122;2560;85;4123;7133;4758,wooden-block stereo;throwback wall clock;wooden simple bed;throwback container;mini DIY workbench;wooden chest;train set;mini-cactus set;wooden mini table;throwback mitt chair,1.0.0,#fffce9,#7a2500,cat20,TqXTvnySgEac3iEt7
Sally,,,,Squirrel,Female,Normal,B,Music,6/19,nutmeg,Only Me,Even the smallest acorn may grow into the tallest tree.,Simple,Elegant,White,Beige,3631,raindrop umbrella,yellow intricate wall,dark parquet flooring,2605;3251;1792;7134;7143;7352;7133;9766;7137;6079;928;6075;3618;3275;2560;3438;4338;3948;7352;6078,wooden simple bed;gas range;cushion;wooden low table;Mom's candle set;yellow argyle rug;wooden mini table;mini fridge;wooden full-length mirror;tree's bounty little tree;pot rack;tree's bounty mobile;cutting board;ironwood clock;wooden chest;wooden end table;portable record player;accessories stand;yellow argyle rug;tree's bounty lamp,1.0.0,#fff2bb,#ff791f,squ07,jtXMvWWbQ9qN2iw7S
Samson,,,,Mouse,Male,Jock,B,Fitness,7/5,pipsqueak,Rockin' K.K.,Squeak softly and carry a big stick.,Simple,Active,Red,Yellow,8426,leaf umbrella,blue subway-tile wall,cool-paint flooring,4546;1263;1177;4756;2596;3975;85;4753;4762;3822,pear bed;pear wardrobe;foosball table;throwback wall clock;juicy-apple TV;orange end table;train set;throwback wrestling figure;throwback container;pro tape recorder,1.0.0,#498992,#acc8cf,mus04,XFzdPqYwq4n98EpuF
Sandy,,,,Ostrich,Female,Normal,A,Nature,10/21,speedy,K.K. Soul,Soaring through the sky takes more than a pair of wings.,Simple,Cool,Aqua,White,7763,fairy-tale umbrella,blackboard wall,rosewood flooring,2554;3775;3775;1277;7348;3615;1845;3194;1032;3681;1866;3271;1875;3586;1161;4338;1606;3467,double sofa;hanging terrarium;hanging terrarium;cacao tree;red carpet;open-frame kitchen;simple kettle;ironwood low table;magazine rack;piano bench;menu chalkboard;ironwood cupboard;grand piano;magazine;cream and sugar;portable record player;serving cart;tea set,1.0.0,#fff2bb,#ff791f,ost02,6t3MfdfbyRKwjgNPd
Savannah,,,,Horse,Female,Normal,B,Music,1/25,y'all,Forest Life,Keep your chin up!,Cool,Simple,Aqua,Blue,4574,hydrangea umbrella,blue subway-tile wall,zebra-print flooring,4052;2554;3681;1081;4053;4051;4049;4046;4111;4119;4054;3949,rattan bed;double sofa;piano bench;upright piano;rattan armchair;rattan vanity;rattan wardrobe;rattan end table;old-fashioned alarm clock;macrame tapestry;rattan low table;anthurium plant,1.0.0,#848484,#ffffff,hrs02,Mquwz8gbb3EEmazyF
Scoot,,,,Duck,Male,Jock,B,Fitness,6/13,zip zoom,My Place,"Some birds avoid the water, ducks look for it.",Active,Simple,Beige,Blue,8195,blue umbrella,backyard-fence wall,backyard lawn,4113;7142;3468;1631;3348;4042;1234;4102;3960;4003,hose reel;simple DIY workbench;beach towel;garden faucet;plastic pool;log bench;portable toilet;poolside bed;handy water cooler;cute music player,1.0.0,#28665a,#78dd62,duk10,wanb7GiQ9fe6puXe8
Shari,,,,Monkey,Female,Big Sister,A,Music,4/10,cheeky,K.K. Cruisin',A good start leads to a good end.,Cute,Active,Aqua,Yellow,8075,exquisite parasol,purple desert-tile wall,rosewood flooring,4054;4053;4045;4051;3775;4046;4049;4048;4080;7235;3563,rattan low table;rattan armchair;rattan waste bin;rattan vanity;hanging terrarium;rattan end table;rattan wardrobe;rattan towel basket;long bathtub;rose bed;iron shelf,1.0.0,#5e5e5e,#bfbfbf,mnk07,sR4EndxJk6uqcQKxB
Sheldon,,,,Squirrel,Male,Jock,A,Play,2/26,cardio,K.K. Country,"Winners don't quit, and quitters never win.",Active,Cool,Green,Yellow,3253,two-tone umbrella,forest wall,forest flooring,7142;7788;3806;4708;3805;805;4035;805;808;1870;3808;787,simple DIY workbench;leaf campfire;mush partition;mush low stool;mush parasol;mush lamp;log garden lounge;mush lamp;mush table;mug;mush log;tape deck,1.0.0,#874c25,#ffaa3b,squ16,KQG9B6Yp57KhnDiZ9
Shep,,,,Dog,Male,Smug,A,Education,11/24,baa baa baa,K.K. Swing,Even dogs won't get in the middle of true love.,Simple,Cool,Aqua,Blue,3227,two-tone umbrella,cabin wall,wooden-knot flooring,4117;3943;4015;9766;4041;3251;928;3340;4036;4111;4118;9313;796,wood-burning stove;ironwood DIY workbench;shower booth;mini fridge;log bed;gas range;pot rack;deer decoration;log decorative shelves;old-fashioned alarm clock;magnetic knife rack;red kilim-style carpet;retro stereo,1.0.0,#fffce9,#c0ab72,dog18,P4FqMoZg2EJQ6EzAb
Sherb,,,,Goat,Male,Lazy,A,Nature,1/18,bawwww,Hypno K.K.,Forty winks is never enough.,Simple,Cute,Gray,Blue,3631,vinyl umbrella,purple desert-tile wall,simple purple flooring,3995;4002;7133;3998;3624;3997;4000;4003;4111,cute DIY table;cute floor lamp;wooden mini table;cute sofa;cute bed;cute wardrobe;cute tea table;cute music player;old-fashioned alarm clock,1.0.0,#85a2af,#bff2ff,goa09,XaaDkAfHynrEY2YS4
Simon,,,,Monkey,Male,Lazy,B,Play,1/19,zzzook,K.K. Safari,Friends go together like peanut butter and bananas.,Simple,Active,Red,Colorful,7768,frog umbrella,starry-sky wall,Saharah's desert,7142;1430;1433;1143;1708;343;1620,simple DIY workbench;bonfire;campfire cookware;smoker;cassette player;tiki torch;hammock,1.0.0,#8b5f57,#d8cc39,mnk02,mTk2qZXe4XwP3WzNT
Skye,,,,Wolf,Female,Normal,A,Music,3/24,airmail,Forest Life,Love makes the world go 'round.,Cute,Cute,Blue,White,4247,lacy parasol,blue heart-pattern wall,simple white flooring,7236;2554;4027;2605;3681;1081;3439;7346;1161;2560;1836;3438;4111;3949,lily record player;double sofa;floral swag;wooden simple bed;piano bench;upright piano;wooden table;snowflake rug;cream and sugar;wooden chest;humidifier;wooden end table;old-fashioned alarm clock;anthurium plant,1.0.0,#fffce9,#3fd8e0,wol09,y8Mi2cSB26qfaxCa3
Sly,,,,Alligator,Male,Jock,A,Play,11/15,hoo-rah,K.K. Safari,Don't bite off more than you can chew.,Cool,Simple,Brown,Green,3257,camo umbrella,jungle wall,jungle flooring,4763;4081;7142;4038;531;531;7788;3969;530;4269;530;533;533,throwback dino screen;camping cot;simple DIY workbench;log stool;hedge standee;hedge standee;leaf campfire;toy centipede;grass standee;green-leaf pile;grass standee;tree standee;tree standee,1.0.0,#fffce9,#e8b010,crd06,GbXz3ZAtzig3qyKd5
Snake,,,,Rabbit,Male,Jock,B,Fitness,11/3,bunyip,King K.K.,A good ninja is neither seen nor heard.,Active,Simple,Black,Blue,3460,paper parasol,mortar wall,dirt flooring,3580;3553;3553;343;343;7393;710;2559,bonsai shelf;bamboo partition;bamboo partition;tiki torch;tiki torch;pond stone;bamboo bench;pot,1.0.0,#fffce9,#f993ce,rbt03,LZcGjneEs8xmxNE3q
Snooty,,,,Anteater,Female,Snooty,A,Education,10/24,sniffff,K.K. Folk,"Request forgiveness, not permission.",Simple,Simple,Green,Yellow,8201,kabuki umbrella,shoji screen,tatami flooring,7682;7047;7391;3553;725;7048;717;3558;739;5978,kimono stand;zen cushion;tatami bed;bamboo partition;paper lantern;pile of zen cushions;clay furnace;bamboo wall decoration;tea table;bamboo lunch box,1.0.0,#634b4b,#f2bdc7,ant06,hZmkhmRhK7xgM6BhP
Soleil,,,,Hamster,Female,Snooty,A,Education,8/9,tarnation,K.K. Oasis,Sometimes dreams are merely dreams.,Cool,Gorgeous,Red,Yellow,3685,exquisite parasol,imperial wall,imperial tile,5956;3971;6031;1840;3972;794;3973;3970;3974;4017;997;7282,Aquarius urn;imperial partition;cherry-blossom branches;whirlpool bath;imperial chest;phonograph;imperial bed;imperial decorative shelves;imperial low table;shower set;incense burner;hanging scroll,1.0.0,#fff2bb,#ff791f,ham04,EzZzup4KP8t2FvL8f
Sparro,,,,Bird,Male,Jock,A,Play,11/20,like whoa,I Love You,The proof of the pudding is in the eating.,Active,Simple,Green,Gray,8407,leaf umbrella,backyard-fence wall,sandlot,2556;1199;2329;1116;86;333;1631;2329,garbage pail;tricycle;tire toy;sandbox;elephant slide;birdhouse;garden faucet;tire toy,1.0.0,#fffce9,#7a2500,brd18,kyF7bCcryEzaErcTJ
Spike,,,,Rhino,Male,Cranky,A,Nature,6/17,punk,K.K. House,Keep your eye on the ball.,Cool,Gorgeous,Black,Gray,4327,beach umbrella,concrete wall,leopard-print flooring,4015;4052;4141;7845;791;2614;4046;7535;3986;3562;3615;7800,shower booth;rattan bed;diner sofa;pull-up-bar stand;jukebox;mountain bike;rattan end table;kettlebell;wall-mounted TV (20 in.);iron wall rack;open-frame kitchen;protein shaker bottle,1.0.0,#fff2bb,#ff791f,rhn02,e8bJbKYBcretqhbuR
Spork,,,,Pig,Male,Lazy,B,Play,9/3,snork,Forest Life,It's never too late for a snack.,Simple,Active,Green,Colorful,8550,leaf umbrella,woodland wall,swamp flooring,7142;4393;4038;5970;4043;1432;1157;1082;3697;1434;7393,simple DIY workbench;old-fashioned washtub;log stool;firewood;log round table;lantern;brick oven;picnic basket;portable radio;sleeping bag;pond stone,1.0.0,#fffce9,#e4b887,pig05,NeqP5jCsuLugbA2PW
Sprinkle,,,,Penguin,Female,Peppy,A,Play,2/20,frappe,K.K. Marathon,Frosting is just the icing on the cake.,Cute,Elegant,Aqua,White,3631,patterned vinyl umbrella,ice wall,ice flooring,3500;3500;3499;3983;4376;3978;3978;5150;3982;3984,frozen pillar;frozen pillar;frozen arch;shell bed;shell wreath;shell partition;shell partition;shell speaker;shell fountain;shell lamp,1.0.0,#fffce9,#00d1bd,pgn14,5ffTHHjgjsXGAcsb3
Sprocket,,,,Ostrich,Male,Jock,A,Music,12/1,zort,K.K. Metal,Strike while the iron is hot.,Simple,Active,Orange,Green,3448,busted umbrella,future-tech wall,circuit-board flooring,1645;941;849;1045;950;7257;1804;849;1803,electric guitar;DJ's turntable;amp;silver mic;effects rack;pedal board;electric bass;amp;drum set,1.0.0,#fffce9,#0ca54a,ost03,mFq536yZgoy7zEbKd
Static,,,,Squirrel,Male,Cranky,B,Music,7/9,krzzt,Surfin' K.K.,Lightning never strikes twice.,Cool,Active,Black,Yellow,3256,logo umbrella,concrete wall,skull-print flooring,1241;793;4046;1645;4053;4052;7654;1644;8417;3275;3559;7528;4071,DIY workbench;high-end stereo;rattan end table;electric guitar;rattan armchair;rattan bed;electric kick scooter;rock guitar;wall-mounted tool board;ironwood clock;iron wall lamp;tool cart;electronics kit,1.0.0,#fffce9,#a06fce,squ08,vqPjvoChWTNpj2t6E
Stella,,,,Sheep,Female,Normal,A,Nature,4/9,baa-dabing,Only Me,100% Natural Fiber.,Simple,Simple,Yellow,Beige,3597,petal parasol,rose wall,dark herringbone flooring,3683;2605;3995;1913;4132;4030;2560;3442;8826;3438;3439;3490;1783;7140;3443;4003,plain sink;wooden simple bed;cute DIY table;wooden chair;yucca;bathroom towel rack;wooden chest;sturdy sewing box;wooden table mirror;wooden end table;wooden table;wooden waste bin;corkboard;Mom's tissue box;sewing project;cute music player,1.0.0,#fffad4,#951d43,shp03,PnrARfxc8picdtvL8
Sterling,,,,Eagle,Male,Jock,B,Fitness,12/11,skraaaaw,K.K. Dirge,Discretion is the better part of valor.,Simple,Elegant,Blue,Red,3233,beach umbrella,dungeon wall,basement flooring,1266;3784;4026;8298;5931;5165;3992;5931;3783;1708;1750;7528;5165;1798,barrel;den chair;utility sink;bunk bed;jail bars;wall-mounted candle;key holder;jail bars;den desk;cassette player;document stack;tool cart;wall-mounted candle;dinnerware,1.0.0,#5e5e5e,#bfbfbf,pbr07,u7tJskupjfv3Ejedt
Stinky,,,,Cat,Male,Jock,B,Fitness,8/17,GAAHHH,K.K. Flamenco,"If the mask fits, wear it!",Active,Simple,Red,Blue,3244,busted umbrella,ringside seating,boxing-ring mat,1452;1708;4013;4078;3672;7800;7150;3560;4753;1456,weight bench;cassette player;punching bag;barbell;cardboard box;protein shaker bottle;blue corner;iron worktable;throwback wrestling figure;judge's bell,1.0.0,#8b5f57,#d8cc39,cat13,daE2wDXCWHDJZBkD4
Stitches,,,,Cub,Male,Lazy,B,Play,2/10,stuffin',I Love You,A stitch in time saves nine.,Simple,Cute,Colorful,White,9535,panda umbrella,blue quilt wall,patchwork-tile flooring,7144;3206;3623;2605;3305;7147;2560;9543;4003;5543;7141;7133;7140;7134;7258;3584;7145;7462;1501,Mom's cushion;wooden-block toy;toy box;wooden simple bed;baby chair;Mom's plushie;wooden chest;Mom's lively kitchen mat;cute music player;wooden-blockstool;Mom's pen stand;wooden mini table;Mom's tissue box;wooden low table;modeling clay;writing poster;Mom's embroidery;yellow checked rug;Baby bear,1.0.0,#874c25,#ffaa3b,cbr05,SfGuc8givs3kR8kvM
Stu,,,,Bull,Male,Lazy,A,Nature,4/20,mrooooo,K.K. Rockabilly,"As a cow grows, so do its nostrils.",Simple,Simple,Brown,Beige,7721,grape umbrella,chain-link fence,sidewalk flooring,7654;7654;7161;1185;4070;4309;3672;1708;2614,electric kick scooter;electric kick scooter;cardboard bed;phone box;street organ;destinations signpost;cardboard box;cassette player;mountain bike,1.0.0,#9ae8df,#6b75ce,bul03,rcPtvvvscvkEWG7AF
Sydney,,,,Koala,Female,Normal,B,Music,6/21,sunshine,Drivin',Sail wherever the wind takes you.,Cute,Simple,Beige,Yellow,4165,eggy parasol,purple puzzle wall,blue-paint flooring,1557;5543;3949;928;3251;1845;929;3205;1561;1565;1558;1836;9766;2558;1043,wooden-block bed;wooden-blockstool;anthurium plant;pot rack;gas range;simple kettle;air conditioner;wooden-block stereo;wooden-block chest;wooden-block table;wooden-block bookshelf;humidifier;mini fridge;wooden-block chair;microwave,1.0.0,#fffce9,#7352e8,kal03,crrWmmqsC9RfmZNCS
Sylvana,,,,Squirrel,Female,Normal,A,Nature,10/22,hubbub,Spring Blossoms,Remember to see the forest between the trees.,Cute,Simple,Green,Purple,3289,kiwi umbrella,cherry-blossom-trees wall,cherry-blossom flooring,6031;6033;1082;7359;7359;7409;6032;6831;6831;5978;1708;6831,cherry-blossom branches;outdoor picnic set;picnic basket;colorful vinyl sheet;colorful vinyl sheet;cherry-blossom pond stone;cherry-blossom-petal pile;blossom-viewing lantern;blossom-viewing lantern;bamboo lunch box;cassette player;blossom-viewing lantern,1.0.0,#fffce9,#c0ab72,squ14,MBkrN9pXkoACmfPdE
Sylvia,,,,Kangaroo,Female,Big Sister,B,Music,5/3,boing,DJ K.K.,Hop first; ask questions later.,Simple,Gorgeous,Yellow,Green,9578,striped umbrella,concrete wall,monochromatic tile flooring,4759;1241;4109;4141;998;3697;7382;7382;7528;3271;3992;4687;1043;1050;8417,throwback race-car bed;DIY workbench;double-door refrigerator;diner sofa;kitchen island;portable radio;black wooden-deck rug;black wooden-deck rug;tool cart;ironwood cupboard;key holder;toolbox;microwave;mixer;wall-mounted tool board,1.0.0,#fffce9,#a06fce,kgr06,PZsBTkeYBg5ACE5xB
T-Bone,,,,Bull,Male,Cranky,B,Education,5/20,moocher,K.K. Steppe,Don't have a cow.,Cool,Simple,Blue,Black,3164,logo umbrella,arched-window wall,arabesque flooring,3957;2554;3956;3775;4129;742;1652;3958;794;1449,antique bed;double sofa;antique bureau;hanging terrarium;monstera;fireplace;matryoshka;antique mini table;phonograph;cello,1.0.0,#498992,#acc8cf,bul05,QLPX4QqjhiPwCLcko
Tabby,,,,Cat,Female,Peppy,B,Music,8/13,me-WOW,DJ K.K.,You can never have too much of a good thing!,Active,Cool,Black,Gray,4559,grape umbrella,manga-library wall,tiger-print flooring,3230;1759;4125;2713;1792;3252;3672;4003;1929;3672;3194;1032;3251;870;1850;1845,futon;stack of books;wooden bookshelf;refrigerator;cushion;LCD TV (50 in.);cardboard box;cute music player;toilet;cardboard box;ironwood low table;magazine rack;gas range;book stands;laptop;simple kettle,1.0.0,#fff2bb,#ff791f,cat12,P3ouRnR3NRSch3LaC
Tad,,,,Frog,Male,Jock,A,Play,8/3,sluuuurp,Wandering,Take a leap!,Active,Simple,Yellow,Colorful,3320,watermelon umbrella,rice-paddy wall,field flooring,7142;6033;787;7345;1120;7393;710;5978,simple DIY workbench;outdoor picnic set;tape deck;shanty mat;scarecrow;pond stone;bamboo bench;bamboo lunch box,1.0.0,#fffce9,#76b788,flg09,v74Hs9XT2zRC6gDjE
